Listing...
systemd-sysv/oldstable 232-25+deb9u12 amd64 [upgradable from: 232-25+deb9u11]
tzdata/oldstable,oldstable 2021a-0+deb9u1 all [upgradable from: 2019a-0+deb9u1]
udev/oldstable 232-25+deb9u12 amd64 [upgradable from: 232-25+deb9u11]
unzip/oldstable 6.0-21+deb9u2 amd64 [upgradable from: 6.0-21+deb9u1]
usbutils/oldstable 1:007-4+deb9u1 amd64 [upgradable from: 1:007-4+b1]
vim-common/oldstable,oldstable,oldstable,oldstable 2:8.0.0197-4+deb9u3 all [upgradable from: 2:8.0.0197-4+deb9u2]
vim-tiny/oldstable,oldstable 2:8.0.0197-4+deb9u3 amd64 [upgradable from: 2:8.0.0197-4+deb9u2]
virtualbox-5.2/unknown 5.2.44-139111~Debian~stretch amd64 [upgradable from: 5.2.32-132073~Debian~stretch]
vlc-data/oldstable,oldstable,oldstable,oldstable 3.0.11-0+deb9u1 all [upgradable from: 3.0.7-0+deb9u1]
vlc-plugin-base/oldstable,oldstable 3.0.11-0+deb9u1 amd64 [upgradable from: 3.0.7-0+deb9u1]
vlc-plugin-video-output/oldstable,oldstable 3.0.11-0+deb9u1 amd64 [upgradable from: 3.0.7-0+deb9u1]
winbind/oldstable 2:4.5.16+dfsg-1+deb9u3 amd64 [upgradable from: 2:4.5.16+dfsg-1+deb9u2]
xdg-utils/oldstable,oldstable 1.1.1-1+deb9u2 all [upgradable from: 1.1.1-1+deb9u1]
xterm/oldstable 327-2+deb9u2 amd64 [upgradable from: 327-2]
xxd/oldstable,oldstable 2:8.0.0197-4+deb9u3 amd64 [upgradable from: 2:8.0.0197-4+deb9u2]
